"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SVK","Slovak Republic","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,68.3,,
"SVK","Slovak Republic","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,68.3,,
"SVK","Slovak Republic","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,68.3,,
"SVK","Slovak Republic","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,68.1,,
"SVK","Slovak Republic","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,67.7,,
"SVK","Slovak Republic","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,68.3,,
"SVK","Slovak Republic","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,68.1,,
"SVK","Slovak Republic","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,68.5,,
"SVK","Slovak Republic","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,68,,
"SVK","Slovak Republic","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,68.4,,
"SVK","Slovak Republic","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","1995","1995","PC","Percentage","0","Units",,,51.5,,
"SVK","Slovak Republic","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,52.6,,
"SVK","Slovak Republic","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,53,,
"SVK","Slovak Republic","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,52.6,,
"SVK","Slovak Republic","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,52.9,,
"SVK","Slovak Republic","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,52.5,,
"SVK","Slovak Republic","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,51.3,,
"SVK","Slovak Republic","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,50.7,,
"SVK","Slovak Republic","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,50.5,,
"SVK","Slovak Republic","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,51.1,,
"SVK","Slovak Republic","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,50.3,,
"SVK","Slovak Republic","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,51.8,,
"SVK","Slovak Republic","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,50.1,,
"SVK","Slovak Republic","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,50.7,,
"ESP","Spain","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","1990","1990","PC","Percentage","0","Units",,,70,,
"ESP","Spain","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","1995","1995","PC","Percentage","0","Units",,,66.1,,
"ESP","Spain","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,67.1,,
"ESP","Spain","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,66.5,,
"ESP","Spain","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,67.1,,
"ESP","Spain","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,67.9,,
"ESP","Spain","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,68.2,,
"ESP","Spain","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,69,,
"ESP","Spain","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,69.2,,
"ESP","Spain","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,69.4,,
"ESP","Spain","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,69.5,,
"ESP","Spain","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,68.6,,
"ESP","Spain","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,68.2,,
"ESP","Spain","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,67.6,,
"ESP","Spain","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,67.1,,
"ESP","Spain","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","1990","1990","PC","Percentage","0","Units",,,34.3,,
"ESP","Spain","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","1995","1995","PC","Percentage","0","Units",,,37.7,,
"ESP","Spain","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,41.3,,
"ESP","Spain","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,40.3,,
"ESP","Spain","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,42.7,,
"ESP","Spain","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,44.4,,
"ESP","Spain","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,45.7,,
"ESP","Spain","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,47,,
"ESP","Spain","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,48.5,,
"ESP","Spain","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,49.5,,
"ESP","Spain","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,50.9,,
"ESP","Spain","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,52,,
"ESP","Spain","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,52.7,,
"ESP","Spain","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,53.4,,
"ESP","Spain","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,54,,
"SWE","Sweden","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","1990","1990","PC","Percentage","0","Units",,,77.6,,
"SWE","Sweden","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","1995","1995","PC","Percentage","0","Units",,,73.7,,
"SWE","Sweden","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,74.3,,
"SWE","Sweden","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,74.3,,
"SWE","Sweden","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,74.3,,
"SWE","Sweden","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,73.9,,
"SWE","Sweden","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,73.6,,
"SWE","Sweden","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,75.2,,
"SWE","Sweden","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,75.1,,
"SWE","Sweden","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,73.9,,
"SWE","Sweden","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,74.1,,
"SWE","Sweden","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,73.5,,
"SWE","Sweden","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,73.8,,
"SWE","Sweden","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,73.9,,
"SWE","Sweden","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,73.9,,
"SWE","Sweden","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","1990","1990","PC","Percentage","0","Units",,,71.2,,
"SWE","Sweden","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","1995","1995","PC","Percentage","0","Units",,,67.3,,
"SWE","Sweden","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,67.5,,
"SWE","Sweden","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,68.2,,
"SWE","Sweden","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,68.2,,
"SWE","Sweden","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,68.1,,
"SWE","Sweden","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,67.9,,
"SWE","Sweden","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,68.8,,
"SWE","Sweden","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,69,,
"SWE","Sweden","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,68.3,,
"SWE","Sweden","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,68.3,,
"SWE","Sweden","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,67.6,,
"SWE","Sweden","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,67.1,,
"SWE","Sweden","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,67.9,,
"SWE","Sweden","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,68.3,,
"CHE","Switzerland","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","1995","1995","PC","Percentage","0","Units",,,79,,
"CHE","Switzerland","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,77.8,,
"CHE","Switzerland","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,77.4,,
"CHE","Switzerland","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,76.7,,
"CHE","Switzerland","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,76.8,,
"CHE","Switzerland","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,76,,
"CHE","Switzerland","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,75.1,,
"CHE","Switzerland","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,75.4,,
"CHE","Switzerland","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,75.8,,
"CHE","Switzerland","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,75.5,,
"CHE","Switzerland","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,75.2,,
"CHE","Switzerland","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,75.2,,
"CHE","Switzerland","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,75.5,,
"CHE","Switzerland","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,75.5,,
"CHE","Switzerland","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","1995","1995","PC","Percentage","0","Units",,,55.8,,
"CHE","Switzerland","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,57.6,,
"CHE","Switzerland","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,58.8,,
"CHE","Switzerland","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,59.3,,
"CHE","Switzerland","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,59.5,,
"CHE","Switzerland","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,59.1,,
"CHE","Switzerland","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,59.3,,
"CHE","Switzerland","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,59.8,,
"CHE","Switzerland","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,59.9,,
"CHE","Switzerland","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,61.3,,
"CHE","Switzerland","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,61.6,,
"CHE","Switzerland","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,60.8,,
"CHE","Switzerland","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,60.8,,
"CHE","Switzerland","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,61.2,,
"TUR","Turkey","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","1990","1990","PC","Percentage","0","Units",,,79.7,,
"TUR","Turkey","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","1995","1995","PC","Percentage","0","Units",,,77.8,,
"TUR","Turkey","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,73.7,,
"TUR","Turkey","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,72.9,,
"TUR","Turkey","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,71.6,,
"TUR","Turkey","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,70.4,,
"TUR","Turkey","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,70.3,,
"TUR","Turkey","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,70.6,,
"TUR","Turkey","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,69.9,,
"TUR","Turkey","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,69.8,,
"TUR","Turkey","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,70.1,,
"TUR","Turkey","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,70.5,,
"TUR","Turkey","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,70.8,,
"TUR","Turkey","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,71.7,,
"TUR","Turkey","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,71,,
"TUR","Turkey","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","1990","1990","PC","Percentage","0","Units",,,34.2,,
"TUR","Turkey","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","1995","1995","PC","Percentage","0","Units",,,30.9,,
"TUR","Turkey","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,26.6,,
"TUR","Turkey","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,27.1,,
"TUR","Turkey","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,27.9,,
"TUR","Turkey","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,26.6,,
"TUR","Turkey","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,23.3,,
"TUR","Turkey","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,23.3,,
"TUR","Turkey","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,23.6,,
"TUR","Turkey","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,23.6,,
"TUR","Turkey","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,24.5,,
"TUR","Turkey","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,26,,
"TUR","Turkey","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,27.6,,
"TUR","Turkey","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,28.8,,
"TUR","Turkey","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,29.5,,
"GBR","United Kingdom","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","1990","1990","PC","Percentage","0","Units",,,75.6,,
"GBR","United Kingdom","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","1995","1995","PC","Percentage","0","Units",,,71.9,,
"GBR","United Kingdom","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,71.1,,
"GBR","United Kingdom","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,70.4,,
"GBR","United Kingdom","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,70.5,,
"GBR","United Kingdom","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,70.9,,
"GBR","United Kingdom","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,70.4,,
"GBR","United Kingdom","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,70.3,,
"GBR","United Kingdom","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,70.7,,
"GBR","United Kingdom","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,70.6,,
"GBR","United Kingdom","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,70.7,,
"GBR","United Kingdom","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,70.2,,
"GBR","United Kingdom","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,69.6,,
"GBR","United Kingdom","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,69.6,,
"GBR","United Kingdom","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,69.7,,
"GBR","United Kingdom","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","1990","1990","PC","Percentage","0","Units",,,53.2,,
"GBR","United Kingdom","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","1995","1995","PC","Percentage","0","Units",,,53.1,,
"GBR","United Kingdom","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,54.9,,
"GBR","United Kingdom","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,54.9,,
"GBR","United Kingdom","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,55.4,,
"GBR","United Kingdom","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,55.3,,
"GBR","United Kingdom","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,55.7,,
"GBR","United Kingdom","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,55.9,,
"GBR","United Kingdom","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,56.6,,
"GBR","United Kingdom","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,56.2,,
"GBR","United Kingdom","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,56.5,,
"GBR","United Kingdom","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,56.6,,
"GBR","United Kingdom","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,56.6,,
"GBR","United Kingdom","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,56.7,,
"GBR","United Kingdom","EMP1","Labour force participation rate, by sex and age group ","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,56.8,,
"USA","United States","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","1990","1990","PC","Percentage","0","Units",,,76.4,,
"USA","United States","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","1995","1995","PC","Percentage","0","Units",,,75,,
"USA","United States","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,74.8,,
"USA","United States","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,74.4,,
"USA","United States","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,74.1,,
"USA","United States","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,73.5,,
"USA","United States","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,73.3,,
"USA","United States","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,73.3,,
"USA","United States","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,73.5,,
"USA","United States","EMP1","Labour force participation rate, by sex and age group ","MEN","Men","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,73.2,,
