"COUNTRY","Country","SEX","Gender","AGE","Age","COUNTRY_ORIGIN","International students exclusion","ISC11_LEVEL_CAT","Education level and programe orientation ","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"SWE","Sweden","F","Women","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2014","2014",7.071,,
"SWE","Sweden","M","Men","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"SWE","Sweden","M","Men","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2010","2010",5.041,,
"SWE","Sweden","M","Men","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
"SWE","Sweden","M","Men","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2012","2012",,"M","Missing value; data cannot exist"
"SWE","Sweden","M","Men","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2013","2013",6.134,,
"SWE","Sweden","M","Men","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2014","2014",5.36,,
"SWE","Sweden","F","Women","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"SWE","Sweden","F","Women","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2010","2010",30.617,,
"SWE","Sweden","F","Women","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
"SWE","Sweden","F","Women","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2012","2012",,"M","Missing value; data cannot exist"
"SWE","Sweden","F","Women","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2013","2013",36.145,,
"SWE","Sweden","F","Women","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2014","2014",37.808,,
"SWE","Sweden","M","Men","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"SWE","Sweden","M","Men","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2010","2010",10.794,,
"SWE","Sweden","M","Men","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
"SWE","Sweden","M","Men","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2012","2012",,"M","Missing value; data cannot exist"
"SWE","Sweden","M","Men","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2013","2013",15.501,,
"SWE","Sweden","M","Men","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2014","2014",16.186,,
"SWE","Sweden","F","Women","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"SWE","Sweden","F","Women","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2010","2010",22.154,,
"SWE","Sweden","F","Women","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
"SWE","Sweden","F","Women","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2012","2012",,"M","Missing value; data cannot exist"
"SWE","Sweden","F","Women","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2013","2013",22.286,,
"SWE","Sweden","F","Women","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2014","2014",22.627,,
"SWE","Sweden","M","Men","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"SWE","Sweden","M","Men","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2010","2010",17.182,,
"SWE","Sweden","M","Men","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
"SWE","Sweden","M","Men","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2012","2012",,"M","Missing value; data cannot exist"
"SWE","Sweden","M","Men","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2013","2013",17.675,,
"SWE","Sweden","M","Men","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2014","2014",17.023,,
"SWE","Sweden","F","Women","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"SWE","Sweden","F","Women","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2010","2010",,"M","Missing value; data cannot exist"
"SWE","Sweden","F","Women","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
"SWE","Sweden","F","Women","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2012","2012",,"M","Missing value; data cannot exist"
"SWE","Sweden","F","Women","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2013","2013",2.58,,
"SWE","Sweden","F","Women","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2014","2014",2.387,,
"SWE","Sweden","M","Men","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"SWE","Sweden","M","Men","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2010","2010",,"M","Missing value; data cannot exist"
"SWE","Sweden","M","Men","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
"SWE","Sweden","M","Men","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2012","2012",,"M","Missing value; data cannot exist"
"SWE","Sweden","M","Men","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2013","2013",2.908,,
"SWE","Sweden","M","Men","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2014","2014",2.378,,
"SWE","Sweden","F","Women","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"SWE","Sweden","F","Women","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2010","2010",,"M","Missing value; data cannot exist"
"SWE","Sweden","F","Women","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
"SWE","Sweden","F","Women","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2012","2012",,"M","Missing value; data cannot exist"
"SWE","Sweden","F","Women","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2013","2013",51.015,,
"SWE","Sweden","F","Women","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2014","2014",52.16,,
"SWE","Sweden","M","Men","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"SWE","Sweden","M","Men","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2010","2010",,"M","Missing value; data cannot exist"
"SWE","Sweden","M","Men","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
"SWE","Sweden","M","Men","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2012","2012",,"M","Missing value; data cannot exist"
"SWE","Sweden","M","Men","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2013","2013",30.821,,
"SWE","Sweden","M","Men","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2014","2014",30.481,,
"SWE","Sweden","F","Women","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"SWE","Sweden","F","Women","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2010","2010",7.553,,
"SWE","Sweden","F","Women","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
"SWE","Sweden","F","Women","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2012","2012",,"M","Missing value; data cannot exist"
"SWE","Sweden","F","Women","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2013","2013",7.76,,
"SWE","Sweden","F","Women","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2014","2014",7.055,,
"SWE","Sweden","M","Men","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"SWE","Sweden","M","Men","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2010","2010",5.038,,
"SWE","Sweden","M","Men","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
"SWE","Sweden","M","Men","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2012","2012",,"M","Missing value; data cannot exist"
"SWE","Sweden","M","Men","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2013","2013",6.123,,
"SWE","Sweden","M","Men","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2014","2014",5.345,,
"SWE","Sweden","F","Women","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"SWE","Sweden","F","Women","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2010","2010",30.128,,
"SWE","Sweden","F","Women","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
"SWE","Sweden","F","Women","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2012","2012",,"M","Missing value; data cannot exist"
"SWE","Sweden","F","Women","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2013","2013",35.406,,
"SWE","Sweden","F","Women","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2014","2014",37.043,,
"SWE","Sweden","M","Men","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"SWE","Sweden","M","Men","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2010","2010",10.557,,
"SWE","Sweden","M","Men","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
"SWE","Sweden","M","Men","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2012","2012",,"M","Missing value; data cannot exist"
"SWE","Sweden","M","Men","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2013","2013",14.936,,
"SWE","Sweden","M","Men","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","GRAD_RATE_AGE","Graduation rates ","2014","2014",15.698,,
"SWE","Sweden","F","Women","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"SWE","Sweden","F","Women","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2010","2010",18.947,,
"SWE","Sweden","F","Women","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
"SWE","Sweden","F","Women","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2012","2012",,"M","Missing value; data cannot exist"
"SWE","Sweden","F","Women","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2013","2013",18.13,,
"SWE","Sweden","F","Women","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2014","2014",18.969,,
"SWE","Sweden","M","Men","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"SWE","Sweden","M","Men","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2010","2010",12.184,,
"SWE","Sweden","M","Men","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
"SWE","Sweden","M","Men","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2012","2012",,"M","Missing value; data cannot exist"
"SWE","Sweden","M","Men","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2013","2013",11.92,,
"SWE","Sweden","M","Men","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_RATE_AGE","Graduation rates ","2014","2014",12.351,,
"SWE","Sweden","F","Women","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"SWE","Sweden","F","Women","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2010","2010",,"M","Missing value; data cannot exist"
"SWE","Sweden","F","Women","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
"SWE","Sweden","F","Women","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2012","2012",,"M","Missing value; data cannot exist"
"SWE","Sweden","F","Women","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2013","2013",1.933,,
"SWE","Sweden","F","Women","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2014","2014",1.818,,
"SWE","Sweden","M","Men","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"SWE","Sweden","M","Men","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2010","2010",,"M","Missing value; data cannot exist"
"SWE","Sweden","M","Men","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
"SWE","Sweden","M","Men","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2012","2012",,"M","Missing value; data cannot exist"
"SWE","Sweden","M","Men","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2013","2013",1.805,,
"SWE","Sweden","M","Men","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","GRAD_RATE_AGE","Graduation rates ","2014","2014",1.411,,
"SWE","Sweden","F","Women","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"SWE","Sweden","F","Women","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2010","2010",,"M","Missing value; data cannot exist"
"SWE","Sweden","F","Women","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
"SWE","Sweden","F","Women","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2012","2012",,"M","Missing value; data cannot exist"
"SWE","Sweden","F","Women","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2013","2013",46.277,,
"SWE","Sweden","F","Women","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2014","2014",47.894,,
"SWE","Sweden","M","Men","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"SWE","Sweden","M","Men","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2010","2010",,"M","Missing value; data cannot exist"
"SWE","Sweden","M","Men","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
"SWE","Sweden","M","Men","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2012","2012",,"M","Missing value; data cannot exist"
"SWE","Sweden","M","Men","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2013","2013",24.642,,
"SWE","Sweden","M","Men","_T","Total: All age groups","W0-W1_OECD","Excluding mobile students ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_RATE_AGE","Graduation rates ","2014","2014",25.479,,
"CHE","Switzerland","F","Women","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"CHE","Switzerland","F","Women","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2010","2010",,"M","Missing value; data cannot exist"
"CHE","Switzerland","F","Women","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2011","2011",,"M","Missing value; data cannot exist"
"CHE","Switzerland","F","Women","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2012","2012",,"M","Missing value; data cannot exist"
"CHE","Switzerland","F","Women","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2013","2013",2.375,,
"CHE","Switzerland","F","Women","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2014","2014",2.23,,
"CHE","Switzerland","M","Men","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2005","2005",,"M","Missing value; data cannot exist"
"CHE","Switzerland","M","Men","_T","Total: All age groups","W0","World (all entities, including reference area, including IO)","L5","Short-cycle tertiary education (ISCED2011 level 5)","GRAD_RATE_AGE","Graduation rates ","2010","2010",,"M","Missing value; data cannot exist"
